Designator,Mid X,Mid Y,Layer,Rotation
R25,22.20,113.70,Bottom,90.0
R26,29.10, 5.70,Bottom,270.0
R27,55.30, 5.80,Bottom,270.0
R28,82.70, 5.90,Bottom,270.0
R29,110.20, 5.70,Bottom,270.0
R30,105.40,114.10,Bottom,90.0
R31,77.60,114.00,Bottom,90.0
R32,50.30,113.90,Bottom,90.0
